序号,URL,视频标题,静态开始时间1,静态结束时间1,静态开始时间2,静态结束时间2
141,https://www.bilibili.com/video/BV1LL411q785?spm_id_from=333.788.videopod.sections&vd_source=fc2fd91ecf7c80b70d0eb5d8128aae86,黑山 4K超清 轻松的音乐 缓解压力 放松身心 治愈焦虑 缓解抑郁状况,0119,0142,,
142,https://www.bilibili.com/video/BV16T411W7TX?spm_id_from=333.788.videopod.sections&vd_source=fc2fd91ecf7c80b70d0eb5d8128aae86,哥斯达黎加 中美洲的“瑞士” 4K超清 一起领略这个国度的独特魅力 美丽的风景 舒缓的音乐 深度放松您的心情,0532,0553,,
143,https://www.bilibili.com/video/BV1Tx411n7mr?vd_source=a0ab21df2d90c08ca548ed43698f450a,美到窒息！【纪录片】2012《时间的风景》TimeScapes(原版为4K蓝光6声道),0842,0904,,
144,https://www.bilibili.com/video/BV12H4y1F7jH?vd_source=a0ab21df2d90c08ca548ed43698f450a,【17分钟带你沉浸式体验攀登珠峰，这也是人类历史上第一次有人拍摄完整的珠峰路线，4K高清】,0021,0043,,
145,https://www.bilibili.com/video/BV1ZmYTefERn?vd_source=a0ab21df2d90c08ca548ed43698f450a,【森林 树木 树林 自然 风景 免费商用4K超清视频素材【合集】】,0009,0030,,
146,https://www.bilibili.com/video/BV15x411Z7xq?vd_source=a0ab21df2d90c08ca548ed43698f450a,【【4K高清】中国最美城市—苏州篇】,0015,0035,,
147,https://www.bilibili.com/video/BV1ivg9zsEg9?vd_source=a0ab21df2d90c08ca548ed43698f450a,【卡门海滩 4K 高清——加勒比海滩与宁静的海洋度假胜地】,0036,0056,,
148,https://www.bilibili.com/video/BV1jYg9zdE7V?vd_source=a0ab21df2d90c08ca548ed43698f450a,【飞越瑞士 4K UHD - 令人惊叹的风景之旅】,0043,0108,,
149,https://www.bilibili.com/video/BV1jYg9zdE8s?vd_source=a0ab21df2d90c08ca548ed43698f450a,【飞越巴塔哥尼亚 4K 绝美自然风光和舒缓压力的轻松音乐-哔哩哔哩】,0505,0525,,
150,】https://www.bilibili.com/video/BV1eb3gzYEBv?vd_source=a0ab21df2d90c08ca548ed43698f450a,【珠穆朗玛峰 4K – 世界屋脊与宁静的钢琴氛围】,0150,0217,,
151,https://www.bilibili.com/video/BV1Yb3gzYEQC?vd_source=a0ab21df2d90c08ca548ed43698f450a,【毛里求斯 4K – 岛屿泻湖、火山峰和宁静的热带度假胜地】,0105,0127,,
152,https://www.bilibili.com/video/BV1D4u5zYEcG?vd_source=a0ab21df2d90c08ca548ed43698f450a,【科罗拉多州 4K - 野花盛开、群山雄伟的春日美景 - 4K 超高清】,0145,0205,,
153,https://www.bilibili.com/video/BV1S4u5zYEog?vd_source=a0ab21df2d90c08ca548ed43698f450a,【爱尔兰 4K 超高清 • 探索壮丽的高地、历史悠久的城堡和宁静的湖泊】,0344,0404,,
154,https://www.bilibili.com/video/BV1Q1421R7UC?vd_source=a0ab21df2d90c08ca548ed43698f450a,【飞越圣托里尼 (4K UHD) - 轻松的音乐与美丽的自然风光视频】,0218,0244,,
155,https://www.bilibili.com/video/BV1Ax421U7rT?vd_source=a0ab21df2d90c08ca548ed43698f450a,【Montana (USA) 4K UHD - Relaxing Music With Beautiful Natural Landscapes - Video】,0100,0127,,
156,https://www.bilibili.com/video/BV1fm411m7cX?vd_source=a0ab21df2d90c08ca548ed43698f450a,【飞越日本（4K超高清）-放松音乐与美丽的自然视频】,1246,1306,,
157,https://www.bilibili.com/video/BV16E421K7k9?vd_source=a0ab21df2d90c08ca548ed43698f450a,【阿拉斯加自然放松电影 4K - 冥想放松音乐 - 美妙的大自然】,0000,0028,,
158,https://www.bilibili.com/video/BV1qM4y1w716?spm_id_from=333.788.recommend_more_video.-1&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【8K演示片】B站首发！你的设备还顶得住吗？,0000,0018,,
159,https://www.bilibili.com/video/BV1aK4y1H72U/?spm_id_from=333.1007.top_right_bar_window_history.content.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K】冰岛 - 绝美风景休闲放松影片,5435,5456,,
160,https://www.bilibili.com/video/BV1ig411b7h1?spm_id_from=333.788.recommend_more_video.10&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K风景】瞭望星空 [3小时Plus Pro加长版] 解压-治愈-工作背景音-清晨叫醒-夜晚助眠,0338,0400,2514,2544
161,https://www.bilibili.com/video/BV1ST411E7wb/?spm_id_from=333.337.search-card.all.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,风景视频素材分享（无水印可自取）,0101,0130,0131,0211
162,https://www.bilibili.com/video/BV1qp4y1A7ZH?spm_id_from=333.788.recommend_more_video.16&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K中国🇨🇳】这盛世如您所愿（庆国庆无水印版）,2004,2018,4620,4635
163,https://www.bilibili.com/video/BV1kz4y137yZ?spm_id_from=333.788.recommend_more_video.2&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【China中国 4K】享受祖国的大好河山,0145,0158,1704,1718
164,https://www.bilibili.com/video/BV1qo4y1872f?spm_id_from=333.788.recommend_more_video.8&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K中国🇨🇳】新疆🏞️明月出天山 苍茫云海间,1358,1513,2942,3027
165,https://www.bilibili.com/video/BV1qp4y1P79U?spm_id_from=333.788.recommend_more_video.0&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,秋风送凉意，枫叶尽染色，慢品时光！,0000,0030,0338,0355
166,https://www.bilibili.com/video/BV1v8pxzMEeb/?spm_id_from=333.1007.tianma.1-1-1.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K HDR】震撼到窒息的真实画质！超高清 流畅体验｜杜比视界™演示｜极致屏幕测试,0210,0234,0235,0246
167,https://www.bilibili.com/video/BV1zi4y197pT/?spm_id_from=333.337.search-card.all.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,⚜4K超清⚜ 10小时🕊️瑞士令人惊叹的美丽自然与舒缓的轻松音乐〃蒂姆·珍妮斯,0217,0238,,
168,https://www.bilibili.com/video/BV1N73zzeEZn/?spm_id_from=333.337.search-card.all.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,地球最震撼奇观 | 4K HDR 电影级影像,0359,0420,1119,1140
169,https://www.bilibili.com/video/BV1Y24y1W7By/?spm_id_from=333.337.search-card.all.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,太空俯瞰地球 全网首发 真4K 60帧 重新配乐版！,0130,0200,,
170,https://www.bilibili.com/video/BV1gU4y1s7kt/?spm_id_from=333.337.search-card.all.click&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【4K】俄罗斯 - 绝美风景休闲放松影片,2322,2352,4508,4539
171,https://www.bilibili.com/video/BV18R4y1q7CC?spm_id_from=333.788.recommend_more_video.3&vd_source=9ac0fa5cf0cb89f5cbdf80cf5aa44b50,【8K HDR】1小时唯美日落延时摄影合集 (7680x4320，真8K),0935,1000,,
172,https://www.bilibili.com/video/BV1Nyn3zyEFd/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,行驶在壮丽天路-穿越祁连山国家自然保护区-4K,1322,1426,,
173,https://www.bilibili.com/video/BV18L411j7ek/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【4K】独立式住宅，您可以在这里设计您想要的东西,0030,0051,,
174,、 https://www.bilibili.com/video/BV1bR4y1W7jo/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【4K】房屋参观 | 韩国73坪独立屋,0120,0250,,
175,https://www.bilibili.com/video/BV18TJozCECL/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,CAT 994F装载机静态展示4K,0002,0106,,
176,https://www.bilibili.com/video/BV1Bs4y1Q7ji/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【4K中国🇨🇳】四姑娘山⛰一日游四季 十里不同天,0100,0132,,
177,https://www.bilibili.com/video/BV1cQx9zBEPD/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【从山顶到河谷，从酒店到瀑布，超长一镜到底纯享版】,0001,0056,,
178,https://www.bilibili.com/video/BV1wX4y1D7Nf/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🏜 4K视频 | 旅行 | 夜晚静谧的沙漠 | 吉他氛围歌单】,0337,0400,,
179,https://www.bilibili.com/video/BV1YY4y1z7AY/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,希腊风景放松片〃用正宗的地中海希腊音乐放松〃4K ᵁᴴᴰ,3208,3240,,
180,https://www.bilibili.com/video/BV1PH5xzNEye/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【德国 4K • 4K 美丽风景、轻松的音乐和自然音景】,0154,0219,,
181,https://www.bilibili.com/video/BV1wx4y1P7uR/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【【4K】赫尔辛基清晨暮光漫步】,0916,1020,,
182,https://www.bilibili.com/video/BV1BY4y1Q7g2/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【【4K】风景如画的老城】,0900,0940,,
183,https://www.bilibili.com/video/BV1pB4y1y7Tn/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【绿地景观 🍀 4K ᵁᴴᴰ 自然放松片 🍀 冥想放松音乐】,2318,2342,,
184,https://www.bilibili.com/video/BV1A5411R7YQ/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,【6小时地球美丽的地方空中之旅 ▪ 上〃带有治疗压力、焦虑、抑郁的放松音乐〃4K ᵁᴴᴰ】,2738,2758,,
185,https://www.bilibili.com/video/BV1XS4y1b7Tf/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,〖中国〗带有中国乐器音乐的风景放松片〃4K ᵁᴴᴰ,0001,0029,,
186,https://www.bilibili.com/video/BV1PZ4y187zb/?share_source=copy_web&vd_source=0670493221922a527a4f172aed8c9a0e,『亚利桑那州』带有冥想放松音乐的风景放松片＂把你的恐惧、消极和怀疑抛在脑后〃4K ᵁᴴᴰ,4420,4442,,
187,https://www.bilibili.com/video/BV1LdxKz8EE1?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,极致之美｜镜头下的人间天堂 4K HDR 杜比 - 放松风光影片,0204,0021,0222,0237
188,https://www.bilibili.com/video/BV1ESxKzeEBg?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,极致震撼｜超越现实的视觉体验 12K HDR 杜比 - 放松风光影片,0008,0018,0019,0030
189,https://www.bilibili.com/video/BV17KnUzKEjo?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,全球最宁静的绝美风光 4K HDR 杜比 - 放松风光影片,0021,0031,0053,0105
190,-https://www.bilibili.com/video/BV1ysnyziE7k?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,你没见过的大自然绝美风景 4K HDR 杜比 - 放松风光影片,1912,1925,1938,1958
191,https://www.bilibili.com/video/BV1H3n1zNEai?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,放松治愈｜绝美宁静的地球风景 4K HDR 杜比 - 放松风光影片,1507,1521,1630,1643
192,https://www.bilibili.com/video/BV1Ann6z9EGK?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,美到窒息｜惊艳的色彩冲击 4K HDR 杜比 - 放松风光影片,1831,1844,1845,1908
193,https://www.bilibili.com/video/BV1mgn6z8ErS?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,视觉盛宴｜不可思议的美景 8K HDR 杜比 - 放松风光影片,0013,0023,0042,0057
194,https://www.bilibili.com/video/BV12TnfzLE5w?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,超现实震撼景观 4K HDR 杜比 - 放松风光影片,0022,0031,0058,0106
195,https://www.bilibili.com/video/BV1WdnSzDEqH?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,惊艳｜不可思议的自然色彩体验 4K HDR 杜比 - 放松风光影片,0036,0046,0106,0113
196,https://www.bilibili.com/video/BV1nunnz8EJz?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,极具未来感的风景 12K HDR 杜比 - 放松风光影片,0018,0025,0113,0122
197,https://www.bilibili.com/video/BV1ynnJzAEJh?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,视觉巅峰｜大自然的真实美景 4K HDR 杜比 - 放松风光影片,0023,0033,0105,0118
198,https://www.bilibili.com/video/BV1hKnJzkEL7?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,视觉盛宴｜我们美丽的地球 4K HDR 杜比 - 放松风光影片,0006,0021,0022,0030
199,https://www.bilibili.com/video/BV1RmnGzhEBQ?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,惊艳｜令人难以置信的美景 4K HDR 杜比 - 放松风光影片,0006,0021,0039,0048
200,https://www.bilibili.com/video/BV1J8nhzdENP?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,绝美天堂｜隐藏的自然秘境 4K HDR 杜比 - 放松风光影片,0006,0024,0025,0033
201,https://www.bilibili.com/video/BV1PZnbzfE9n?spm_id_from=333.788.videopod.sections&vd_source=d3c3163caca9da07583b628d70e3c27f,视觉巅峰｜自然最惊艳的时刻 4K HDR 杜比 - 放松风光影片,0006,0018,0040,0049
202,https://www.bilibili.com/video/BV1h44y1w7Nz?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚗 4K视频 | 旅行 | 阳光下的比弗利山庄 | 阳光歌单】,0230,0250,,
203,https://www.bilibili.com/video/BV1Hz4y137SX?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] ⛵️ 4K视频 | 旅行 | 南极洲 | 抒情歌单】,0426,0432,0440,0447
204,https://www.bilibili.com/video/BV1uF411y7S9?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚶 4K视频 | 旅行 | 荷兰瓦赫宁根 | 爱情歌单】,0027,0039,0054,0103
205,https://www.bilibili.com/video/BV1M14y1C7Py?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] ✈️ 4K视频 | 旅行 | 东纽约 | 城市歌单】,0009,0017,0027,0037
206,https://www.bilibili.com/video/BV1944y1P7kg?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【【4K】法属波利尼西亚 - 绝美风景休闲放松影片】,1745,1756,1757,1802
207,https://www.bilibili.com/video/BV1pc411g7RQ?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【4K 60P高清唯美治愈风景航拍 真的太美太治愈了,0000,0016,0017,0023
208,https://www.bilibili.com/video/BV13X4y1p7WA?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【美丽如画的风景，让你一瞬间沉醉其中！4K60P 高清唯美治愈风景】,0000,0021,,
209,https://www.bilibili.com/video/BV1Go4y177Kd?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【4K 60P 唯美治愈风景 大自然的味道，风景视频素材】,0000,0014,0015,0023
210,https://www.bilibili.com/video/BV1Jg4y1K73N?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【4K60P高清蓝天大海独岛美景航拍 唯美治愈风景 这应该是很多人向往的世外桃源吧】,0015,0030,0031,0038
211,https://www.bilibili.com/video/BV1eu4y1W7o2?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【如果秋天会说话】,0000,0013,0014,0021
212,https://www.bilibili.com/video/BV1zN411i72B?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【秋已至，静赏秋的色彩，慢品时光。】,0000,0012,0013,0021
213,https://www.bilibili.com/video/BV16h411T7zi?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【4K60P 高清森林好风景，零距离接近大自然舒缓解压，风景视频素材】,0000,0013,0026,0037
214,https://www.bilibili.com/video/BV1eM411V756?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【【绿色奇迹】宁静致远 生生不息 自然疗愈4K】,0145,0152,0153,0203
215,https://www.bilibili.com/video/BV1ieHGzPEMn?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【【4K HDR】震撼到窒息的真实画质！超高清 流畅体验｜杜比视界™演示｜极致屏幕测试】,0031,0046,0047,0055
216,https://www.bilibili.com/video/BV1ESxKzeEBg?vd_source=9dd4d3a69c3a5c9c236e182a396892bb,【极致震撼｜超越现实的视觉体验 12K HDR 杜比 - 放松风光影片】,0007,0017,,
217,https://www.bilibili.com/video/BV1YY4y1z7AY?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,希腊风景放松片〃用正宗的地中海希腊音乐放松〃4K,0025,0055,0058,0118
218,https://www.bilibili.com/video/BV1wR4y1P7LC?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,『克罗地亚』带有放松音乐的风景放松片〃4K,3738,3815,,
219,https://www.bilibili.com/video/BV1odtnzkE7n?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,2025精选梦幻美景 4K HDR 杜比 - 放松风光影片,0557,0617,,
220,https://www.bilibili.com/video/BV1ivtJzMEJ5?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,地球上的独特自然景观 4K HDR 杜比 - 放松风光影片,1214,1234,,
221,https://www.bilibili.com/video/BV1J1tzzAEG8?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,绿色星球｜大自然美景 4K HDR 杜比 - 放松风光影片,1249,1310,,
222,https://www.bilibili.com/video/BV1gwt6zHEiz?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,全球奇幻美景精选 4K HDR 杜比 - 放松风光影片,1958,2018,,
223,https://www.bilibili.com/video/BV1cH4y1C7Qr?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Hawaii夏威夷 HDR 8K】浪漫之境,0630,0600,,
224,https://www.bilibili.com/video/BV1HJ4m1e7kk?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Switzerland瑞士 4K】活在画中的国家,0750,0815,,
225,https://www.bilibili.com/video/BV1jf421Z7PB?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Saudi Arabia沙特阿拉伯 4K】欣赏这异域风情的国度,0758,0818,,
226,https://www.bilibili.com/video/BV1Mw4m1Q7TM?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Xizang西藏 4K】最震撼人心的美景天堂,1135,1155,,
227,https://www.bilibili.com/video/BV1yw4m1e7wH?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Iceland冰岛 HDR 8K】时间遗忘的土地 – 一段难忘的旅程,0550,0610,,
228,https://www.bilibili.com/video/BV1dW42197Y8?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Austria奥地利 4K】遇见阿尔卑斯山的童话,0758,0818,,
229,https://www.bilibili.com/video/BV11r421M7CX?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Siberia西伯利亚 4K】探索这冰雪覆盖下的梦幻画卷,0016,0036,,
230,https://www.bilibili.com/video/BV1hAtrecEcj?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Easter Island复活节岛 4K】巨石凝视下的孤岛,0028,0051,,
231,https://www.bilibili.com/video/BV1muSwYEENh?spm_id_from=333.788.videopod.sections&vd_source=45ebad7288dbacdfc157e4d534775f6b,【Faroe Islands法罗群岛 4K】云端之上的梦幻秘境,0011,0035,,
232,https://www.bilibili.com/video/BV1KQ4y1c7zB/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【8K UHD 30fps 超高清 帧彩视界太空探索星际旅行】,0000,0026,,
233,https://www.bilibili.com/video/BV1ndTLz1Eh1/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【大疆Action5pro 静止延时一小时，4K30帧……前面一小段手机拍摄画面。这个点卡的不突兀吧……】,0007,0027,,
234,https://www.bilibili.com/video/BV11r421t7cA/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【4K臻彩 HDR 60fps 阿尔卑斯 大自然的绝美画卷 超高清验机视频】,0324,0344,,
235,https://www.bilibili.com/video/BV1vq4y1p7SF/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【【索尼A1 8k】我无人区徒步30公里，拍下这段空镜素材【雪山，冰川，冰川融水】【新疆博格达峰】【135GM×17-28】】,0000,0046,,
236,https://www.bilibili.com/video/BV171xpz3EEv/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,"【4K HDR 60FPS ｜仿佛天堂的绝美画面
｜杜比视界 & 沉浸式学习音乐🎶✨】",0723,0748,,
237,https://www.bilibili.com/video/BV1sP411V7Em/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【【8K风景】这就是日本 [5小时Plus Pro Max加长版]解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠】,0010,0030,,
238,https://www.bilibili.com/video/BV1Zd4y1z7xJ/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【【4K风景】这就是日本2 [3小时Plus Pro加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠】,0017,0043,,
239,https://www.bilibili.com/video/BV1ze4y1Y7cw/?share_source=copy_web&vd_source=65badfb14cc09cf364196fa119cc5b7b,【【8K风景】郑和岛 [巴拉望][5小时Plus ProMax加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠】,0105,0126,,
